x_0,x_1,x_2,x_3,x_4,x_5,x_6,energy,num_occurrences
0,0,0,0,0,0,0,0.0,1
0,0,1,0,0,0,0,-2020.1819999999998,1
0,0,1,0,0,0,1,-1050.0529999999999,1
0,0,0,0,0,0,1,-3029.871,1
0,0,0,0,1,0,1,-1049.6000000000004,1
0,0,1,0,1,0,1,2930.2180000000003,1
0,0,1,0,1,0,0,-2039.9109999999996,1
0,0,0,0,1,0,0,-2019.7289999999998,1
0,0,0,0,1,1,0,-2039.9739999999997,1
0,0,1,0,1,1,0,-60.155999999999494,1
0,0,1,0,1,1,1,8909.973,1
0,0,0,0,1,1,1,2930.1549999999997,1
0,0,0,0,0,1,1,-1050.116,1
0,0,1,0,0,1,1,2929.702,1
0,0,1,0,0,1,0,-2040.4269999999997,1
0,0,0,0,0,1,0,-2020.245,1
1,0,0,0,0,1,0,-3030.252,1
1,0,1,0,0,1,0,-1050.4339999999997,1
1,0,1,0,0,1,1,5919.695,1
1,0,0,0,0,1,1,-60.12300000000005,1
1,0,0,0,1,1,1,5920.147999999999,1
1,0,1,0,1,1,1,13899.966,1
1,0,1,0,1,1,0,2929.8370000000004,1
1,0,0,0,1,1,0,-1049.9809999999998,1
1,0,0,0,1,0,0,-1029.7359999999999,1
1,0,1,0,1,0,0,950.0820000000003,1
1,0,1,0,1,0,1,7920.211,1
1,0,0,0,1,0,1,1940.3929999999996,1
1,0,0,0,0,0,1,-2039.8780000000002,1
1,0,1,0,0,0,1,1939.94,1
1,0,1,0,0,0,0,-1030.1889999999999,1
1,0,0,0,0,0,0,-1010.0070000000001,1
1,1,0,0,0,0,0,-2019.653,1
1,1,1,0,0,0,0,-39.83499999999981,1
1,1,1,0,0,0,1,4930.294,1
1,1,0,0,0,0,1,-1049.5240000000003,1
1,1,0,0,1,0,1,2930.7469999999994,1
1,1,1,0,1,0,1,10910.565,1
1,1,1,0,1,0,0,1940.4360000000004,1
1,1,0,0,1,0,0,-2039.3819999999998,1
1,1,0,0,1,1,0,-59.6269999999995,1
1,1,1,0,1,1,0,5920.191000000001,1
1,1,1,0,1,1,1,18890.32,1
1,1,0,0,1,1,1,8910.502,1
1,1,0,0,0,1,1,2930.2309999999998,1
1,1,1,0,0,1,1,10910.048999999999,1
1,1,1,0,0,1,0,1939.92,1
1,1,0,0,0,1,0,-2039.8980000000001,1
0,1,0,0,0,1,0,-1029.8909999999996,1
0,1,1,0,0,1,0,949.9270000000006,1
0,1,1,0,0,1,1,7920.0560000000005,1
0,1,0,0,0,1,1,1940.2380000000003,1
0,1,0,0,1,1,1,5920.509,1
0,1,1,0,1,1,1,13900.327000000001,1
0,1,1,0,1,1,0,2930.1980000000003,1
0,1,0,0,1,1,0,-1049.62,1
0,1,0,0,1,0,0,-3029.375,1
0,1,1,0,1,0,0,-1049.5569999999998,1
0,1,1,0,1,0,1,5920.572,1
0,1,0,0,1,0,1,-59.246000000000095,1
0,1,0,0,0,0,1,-2039.5169999999998,1
0,1,1,0,0,0,1,1940.3010000000004,1
0,1,1,0,0,0,0,-1029.8279999999995,1
0,1,0,0,0,0,0,-1009.646,1
0,1,0,1,0,0,0,-2019.808,1
0,1,1,1,0,0,0,-2039.9899999999996,1
0,1,1,1,0,0,1,2930.139,1
0,1,0,1,0,0,1,-1049.679,1
0,1,0,1,1,0,1,2930.5919999999996,1
0,1,1,1,1,0,1,8910.41,1
0,1,1,1,1,0,0,-59.71900000000005,1
0,1,0,1,1,0,0,-2039.5370000000003,1
0,1,0,1,1,1,0,1940.2179999999998,1
0,1,1,1,1,1,0,5920.036,1
0,1,1,1,1,1,1,18890.165,1
0,1,0,1,1,1,1,10910.347,1
0,1,0,1,0,1,1,4930.076,1
0,1,1,1,0,1,1,10909.894,1
0,1,1,1,0,1,0,1939.7650000000006,1
0,1,0,1,0,1,0,-40.052999999999656,1
1,1,0,1,0,1,0,-1050.0600000000004,1
1,1,1,1,0,1,0,2929.758,1
1,1,1,1,0,1,1,13899.886999999999,1
1,1,0,1,0,1,1,5920.0689999999995,1
1,1,0,1,1,1,1,13900.34,1
1,1,1,1,1,1,1,23880.158,1
1,1,1,1,1,1,0,8910.029,1
1,1,0,1,1,1,0,2930.2110000000002,1
1,1,0,1,1,0,0,-1049.5439999999999,1
1,1,1,1,1,0,0,2930.2740000000003,1
1,1,1,1,1,0,1,13900.403,1
1,1,0,1,1,0,1,5920.584999999999,1
1,1,0,1,0,0,1,-59.686000000000604,1
1,1,1,1,0,0,1,5920.132,1
1,1,1,1,0,0,0,-1049.9969999999998,1
1,1,0,1,0,0,0,-3029.815,1
1,0,0,1,0,0,0,-2020.169,1
1,0,1,1,0,0,0,-2040.3509999999999,1
1,0,1,1,0,0,1,2929.7780000000002,1
1,0,0,1,0,0,1,-1050.04,1
1,0,0,1,1,0,1,4930.231,1
1,0,1,1,1,0,1,10910.048999999999,1
1,0,1,1,1,0,0,1939.9200000000003,1
1,0,0,1,1,0,0,-39.89799999999991,1
1,0,0,1,1,1,0,1939.857,1
1,0,1,1,1,1,0,5919.675,1
1,0,1,1,1,1,1,18889.804,1
1,0,0,1,1,1,1,10909.985999999999,1
1,0,0,1,0,1,1,2929.715,1
1,0,1,1,0,1,1,8909.533,1
1,0,1,1,0,1,0,-60.59599999999955,1
1,0,0,1,0,1,0,-2040.4139999999998,1
0,0,0,1,0,1,0,-1030.4070000000002,1
0,0,1,1,0,1,0,-1050.589,1
0,0,1,1,0,1,1,5919.54,1
0,0,0,1,0,1,1,1939.7219999999998,1
0,0,0,1,1,1,1,7919.9929999999995,1
0,0,1,1,1,1,1,13899.811,1
0,0,1,1,1,1,0,2929.6820000000007,1
0,0,0,1,1,1,0,949.8640000000005,1
0,0,0,1,1,0,0,-1029.8909999999996,1
0,0,1,1,1,0,0,-1050.0729999999994,1
0,0,1,1,1,0,1,5920.0560000000005,1
0,0,0,1,1,0,1,1940.2379999999994,1
0,0,0,1,0,0,1,-2040.0330000000004,1
0,0,1,1,0,0,1,-60.215000000000146,1
0,0,1,1,0,0,0,-3030.344,1
0,0,0,1,0,0,0,-1010.162,1
